Designator,Mid X,Mid Y,Rotation,Layer
C11,167.9,-75.9,90.0,top
C8,157.5,-71.6,270.0,top
J1,151.13,-76.2,270.0,top
J2,140.97,-69.85,180.0,top
J3,175.26,-69.85,180.0,top
U21,162.56,-73.66,90.0,top
U4,151.486875,-67.565974,180.0,top
