Designator,Mid X,Mid Y,Rotation,Layer
C6,140.575,-119.2,0.0,top
C8,140.05,-122.7,0.0,top
D1,109.65,-128.1,90.0,top
D2,182.1988,-140.55,0.0,top
D4,113.2,-128.1,90.0,top
D5,174.6988,-140.55,0.0,top
J1,102.08,-94.995,0.0,top
J2,125.5755,-89.89,270.0,top
J3,154.5745,-89.89,270.0,top
J4,178.25,-51.24,90.0,top
R1,180.85,-135.0875,90.0,top
R2,173.45,-135.1,90.0,top
U1,178.5,-102.55,270.0,top
